,room_id,host_id,total_score
0,11757251,26873897,2.134
1,12049787,32532791,3.134
2,4503393,16442921,3.634
3,10594800,54664198,4.134
4,3303860,16442921,4.5120000000000005
5,8191517,28763698,4.634
6,8238078,30489899,4.634
7,9341751,32415866,4.634
8,3898229,13391182,4.634
9,951476,25188,4.634
10,12051674,5618949,4.634
11,8113183,15098486,4.634
12,6179374,30489899,4.634
13,9197535,33311329,4.634
14,3021862,15399126,4.634
15,3311675,16442921,4.634
16,10295349,16938558,4.634
17,8846849,16284736,4.634
18,2656568,13597630,4.6600314300680985
19,12808014,28197086,4.6600314300680985
20,9992532,30283594,4.6600314300680985
21,5824015,30228015,4.6600314300680985
22,9992751,30283594,4.6600314300680985
23,6551454,29224952,4.6600314300680985
24,13007354,20696611,4.6600314300680985
25,12254824,2086352,4.6600314300680985
26,10118379,30283594,4.6600314300680985
27,12891224,14004174,4.6600314300680985
28,13062783,44620221,4.6600314300680985
29,12186553,15589117,4.6600314300680985
30,2513870,12867663,4.6600314300680985
31,10153739,30283594,4.6600314300680985
32,12897590,70637430,4.6600314300680985
33,12563549,34226261,4.6600314300680985
34,12890140,54064917,4.6600314300680985
35,11432300,60063253,4.6600314300680985
36,10053369,30283594,4.6600314300680985
37,7052847,10336060,4.6600314300680985
38,2443944,4442258,4.6600314300680985
39,3420384,431385,4.6600314300680985
40,12232615,17893434,4.6600314300680985
41,11256475,54064917,4.6600314300680985
42,13066225,42820495,4.6600314300680985
43,12930634,70983352,4.6600314300680985
44,5447285,28254412,4.6600314300680985
45,8164953,30283594,4.6600314300680985
46,9166002,3169119,4.6600314300680985
47,12990153,71568696,4.6600314300680985
48,12604505,19094700,4.6600314300680985
49,10118946,30283594,4.6600314300680985
50,12871837,60115031,4.6600314300680985
51,10185646,1997048,4.6600314300680985
52,10136854,30283594,4.6600314300680985
53,12871137,70390911,4.6600314300680985
54,12208307,34122490,4.6600314300680985
55,13002808,67536196,4.6600314300680985
56,11440702,389733,4.6600314300680985
57,12428994,30283594,4.6600314300680985
58,12917537,70846120,4.6600314300680985
59,11639480,61701374,4.6600314300680985
60,4887325,2448751,4.6600314300680985
61,8335838,30283594,4.6600314300680985
62,7463250,37096230,4.6600314300680985
63,13013196,10389396,4.6600314300680985
64,10592815,47858156,4.6600314300680985
65,10810443,5971513,4.6600314300680985
66,9534326,32974291,4.6600314300680985
67,8837755,46285032,4.6600314300680985
68,10053235,30283594,4.6600314300680985
69,9428208,6592128,4.6600314300680985
70,5868798,30473016,4.6600314300680985
71,6268082,25660835,4.6600314300680985
72,13090471,33323873,4.6600314300680985
73,11572070,47664830,4.6600314300680985
74,6627802,30658962,4.6600314300680985
75,10812807,7466486,4.6600314300680985
76,12766542,33233678,4.6600314300680985
77,10945774,51673899,4.6600314300680985
78,1077105,5927277,4.6600314300680985
79,9615932,36388924,4.6600314300680985
80,10052445,30283594,4.6600314300680985
81,3589869,848964,4.6600314300680985
82,6744795,30283594,4.6600314300680985
83,8813104,46169269,4.6600314300680985
84,9596153,45167058,4.6600314300680985
85,12969495,4605418,4.6600314300680985
86,947751,5137376,4.6600314300680985
87,11061030,50072079,4.6600314300680985
88,11759332,16186589,4.6600314300680985
89,13083938,2844785,4.6600314300680985
90,8291550,43717277,4.6600314300680985
91,10379031,53427121,4.6600314300680985
92,10228228,30283594,4.6600314300680985
93,5748063,25910317,4.6600314300680985
94,8325544,30283594,4.6600314300680985
95,10317376,47928798,4.6600314300680985
96,6611126,34594389,4.6600314300680985
97,8714682,15015493,4.6600314300680985
98,10053928,30283594,4.6600314300680985
99,8334845,30283594,4.6600314300680985
100,13028092,9039817,4.6600314300680985
101,11118970,10252474,4.6600314300680985
102,12755021,9993095,4.6600314300680985
103,12270833,66095644,4.6600314300680985
104,10779412,29852577,4.6600314300680985
105,9533193,49381951,4.6600314300680985
106,13079659,12243051,4.6600314300680985
107,10119075,30283594,4.6600314300680985
108,4627334,23718760,4.6600314300680985
109,9425087,45835636,4.6600314300680985
110,1242798,1934182,4.6600314300680985
111,13032174,2133022,4.6600314300680985
112,12874603,48719428,4.6600314300680985
113,10123024,28564205,4.6600314300680985
114,12940849,25205247,4.6600314300680985
115,12399867,26932750,4.6600314300680985
116,12738816,7981083,4.6600314300680985
117,7414930,32823196,4.6600314300680985
118,12972787,20696611,4.6600314300680985
119,12454069,67383376,4.6600314300680985
120,8381472,44169062,4.6600314300680985
121,12089399,30283594,4.6600314300680985
122,13016776,71842495,4.6600314300680985
123,8187052,30283594,4.6600314300680985
124,10118091,30283594,4.6600314300680985
125,9833460,5028116,4.6600314300680985
126,6600417,28090138,4.6600314300680985
127,12890156,38438502,4.6600314300680985
128,12870514,18202088,4.6600314300680985
129,11987762,30283594,4.6600314300680985
130,13064781,22548550,4.6600314300680985
131,12445143,4852286,4.6600314300680985
132,11218256,54064917,4.6600314300680985
133,9546728,20127625,4.6600314300680985
134,7460789,33216931,4.6600314300680985
135,12957423,1723274,4.6600314300680985
136,10409490,17320199,4.6600314300680985
137,8141545,30283594,4.6600314300680985
138,10724635,55426664,4.6600314300680985
139,9463444,48936696,4.6600314300680985
140,9636218,48691372,4.6600314300680985
141,11701611,62197455,4.6600314300680985
142,5989418,5809176,4.6600314300680985
143,12517081,24950258,4.6600314300680985
144,8164146,30283594,4.6600314300680985
145,9058863,35423230,4.6600314300680985
146,2715779,178829,4.6600314300680985
147,12147973,31303940,4.6600314300680985
148,8201104,43217109,4.6600314300680985
149,10704442,55310299,4.6600314300680985
150,12873559,2051523,4.6600314300680985
151,12868343,2753598,4.6600314300680985
152,10052920,30283594,4.6600314300680985
153,10549219,54404109,4.6600314300680985
154,9878725,17892292,4.6600314300680985
155,8564330,25064382,4.6600314300680985
156,10788492,14005209,4.6600314300680985
157,13093907,32095988,4.6600314300680985
158,12148811,24036388,4.6600314300680985
159,7918398,17835189,4.6600314300680985
160,8904546,46575567,4.6600314300680985
161,7351514,18292698,4.6600314300680985
162,10052622,30283594,4.6600314300680985
163,13078068,46488030,4.6600314300680985
164,12990961,21702778,4.6600314300680985
165,2798599,14099596,4.6600314300680985
166,8325030,30283594,4.6600314300680985
167,9941923,51094247,4.6600314300680985
168,10987109,32304279,4.6600314300680985
169,8631257,14299534,4.6600314300680985
170,12208806,31035017,4.6600314300680985
171,12409042,26956083,4.6600314300680985
172,6306590,6878335,4.6600314300680985
173,12346529,28929296,4.6600314300680985
174,12209652,65660258,4.6600314300680985
175,12825412,69976103,4.6600314300680985
176,10829447,49493438,4.6600314300680985
177,824244,4335656,4.6600314300680985
178,9132081,47565180,4.6600314300680985
179,9906565,6807512,4.6600314300680985
180,12620315,33370301,4.6600314300680985
181,10611598,41328752,4.6600314300680985
182,4523594,9419684,4.6600314300680985
183,5270703,27281334,4.6600314300680985
184,10116095,1229092,4.6600314300680985
185,13056011,72289468,4.6600314300680985
186,11841986,12243051,4.6600314300680985
187,12854555,67253528,4.6600314300680985
188,9614024,15730792,4.6600314300680985
189,10671192,44392534,4.6600314300680985
190,12868351,45091583,4.6600314300680985
191,8904297,46575567,4.6600314300680985
192,10052037,30283594,4.6600314300680985
193,6298216,32750893,4.6600314300680985
194,10148425,6562905,4.6600314300680985
195,8168982,30283594,4.6600314300680985
196,9133627,22348222,4.6600314300680985
197,12226965,7059074,4.6600314300680985
198,7984226,36050005,4.6600314300680985
199,13074124,71188385,4.6600314300680985
200,12678384,32532791,4.6600314300680985
201,8552387,28880663,4.6600314300680985
202,12088808,64576267,4.6600314300680985
203,10656576,52081526,4.6600314300680985
204,5684346,18494756,4.6600314300680985
205,12796808,31035017,4.6600314300680985
206,7916575,22348222,4.6600314300680985
207,8432166,19834500,4.6600314300680985
208,12126299,115522,4.6600314300680985
209,2837932,14517564,4.6600314300680985
210,7329849,21799545,4.6600314300680985
211,12889938,70560456,4.6600314300680985
212,12843196,66497629,4.6600314300680985
