,room_id,host_id,total_score
222,2183058,11132080,27.68
223,336788,1713309,27.68
224,623731,3093639,27.68
225,3615760,17000652,27.558
226,2658094,5578043,27.558
227,4574921,11272292,27.18
228,3901439,8139434,27.18
229,1960407,10013311,27.18
230,4204961,5066654,26.924
231,6323935,31804748,26.924
232,3602379,18150109,26.802
233,8116523,42431392,26.802
234,4190704,11272292,26.68
235,4583526,23759488,26.546
236,6741968,28662502,26.546
237,6823828,35742537,26.424
238,8351880,25296328,26.424
239,3601030,3689882,26.168
240,4460532,11228809,26.168
241,4263736,11228809,26.168
242,2564544,261895,26.168
243,1704090,5115759,26.046
244,3294152,9898255,26.046
245,1197857,1444340,26.046
246,4609785,16522894,26.046
247,6088708,6950436,26.046
248,3068453,2356643,25.924
249,6134145,31804748,25.79
250,8271384,43613912,25.668
251,1426754,5578043,25.668
252,7330494,38403389,25.412
253,1428355,7422781,25.412
254,2931165,11631886,25.29
255,4577188,5618949,25.29
256,4251795,981669,25.29
257,3294775,9898255,25.29
258,2000797,9898255,25.29
259,1887581,970787,25.168
260,3377100,7629859,25.034
261,3520353,6508758,25.034
262,1203014,6570954,25.034
263,2930663,8139434,25.034
264,1391492,7523199,25.034
265,5453,8021,25.034
266,5969852,1849822,25.034
267,232990,847253,24.912
268,2174476,5618949,24.912
269,8172380,28820575,24.912
270,1471308,7673571,24.79
271,4549374,18286028,24.656
272,1179872,6455015,24.656
273,1732804,9090219,24.656
274,3957602,2127414,24.656
275,3375010,17028503,24.656
276,6248970,32449720,24.656
277,1373520,1220808,24.534
278,336946,1713739,24.534
279,4177233,21674032,24.534
280,2636365,13499840,24.534
281,1240598,2356643,24.412
282,6452246,14007443,24.278
283,1529127,8067344,24.278
284,5593939,11159801,24.278
285,7310887,38302832,24.278
286,4149974,8498315,24.278
287,2378421,12150111,24.278
288,3412990,9189449,24.156
289,276450,1444340,24.034
290,4020650,17194624,24.034
291,4065578,16779145,23.9
292,6609546,34584706,23.9
293,5074924,814298,23.656
294,349347,1444340,23.656
295,1067184,848706,23.522
296,453660,2254462,23.522
297,76073,405376,23.4
298,6925085,31804748,23.4
299,1550047,1444340,23.278
300,4934600,25424192,23.144
301,6316145,32860113,23.144
302,1803138,4610847,23.144
303,570493,914630,23.144
304,5267396,5160525,23.022
305,6343532,33037385,23.022
306,8153848,28820575,23.022
307,40601,174986,22.766000000000002
308,749247,3920014,22.766000000000002
309,1839549,8139434,22.644
310,9896713,19509044,22.644
311,198789,970426,22.644
312,8400275,324630,22.522
313,2747654,2356643,22.4
314,2216767,11308029,22.388
315,6695,8229,22.388
316,6326257,9410008,22.388
317,5182313,548184,22.388
318,4000384,10910804,22.388
319,8252058,42838239,22.388
320,586994,2894162,22.266000000000002
321,5174821,26766201,22.266000000000002
322,6292261,21851356,22.266000000000002
323,2167993,317841,22.01
324,743211,2796082,22.01
325,7181950,9410008,22.01
326,2754149,14050476,22.01
327,8228903,28820575,21.888
328,4283698,333210,21.888
329,957224,4210157,21.888
330,8930592,4776690,21.888
331,5163162,26704689,21.888
332,8238311,28820575,21.888
333,667325,869131,21.888
334,1342370,1444340,21.766000000000002
335,6565713,34343733,21.632
336,2915595,14889768,21.632
337,3057116,15561828,21.632
338,3229255,16343599,21.632
339,6261296,7614614,21.632
340,8720718,45771009,21.632
341,8486671,44696338,21.632
342,4262255,21873698,21.632
343,466361,2315920,21.51
344,5976821,432317,21.254
345,1658983,8792144,21.254
346,820073,1911807,21.254
347,6066455,9410008,21.254
348,8442940,3022224,21.254
349,879929,4653380,21.254
350,458215,1956464,21.254
351,6050311,31397283,21.132
352,1042420,5715872,21.132
353,4828640,8625838,21.132
354,4107959,10136526,20.875999999999998
355,973840,5325924,20.875999999999998
356,8662258,26268405,20.875999999999998
357,8556025,45037374,20.875999999999998
358,6410674,1416883,20.875999999999998
359,1102623,5622624,20.875999999999998
360,7988755,8408214,20.875999999999998
361,13589,25188,20.754
362,5967637,25205247,20.754
363,3917027,6331373,20.754
364,3937236,20210166,20.497999999999998
365,5806230,14836476,20.497999999999998
366,4303606,21851356,20.497999999999998
367,6296656,9410008,20.497999999999998
368,3659917,4464034,20.497999999999998
369,5026613,20060949,20.497999999999998
370,4054079,20912254,20.375999999999998
371,2365632,12083797,20.375999999999998
372,1175376,1444340,20.375999999999998
373,1773334,3690888,20.375999999999998
374,4580825,5578043,20.375999999999998
375,3664031,2006852,20.375999999999998
376,2657905,5578043,20.375999999999998
377,585028,2883279,20.375999999999998
378,7277653,30172860,20.12
379,196806,958639,20.12
380,8988506,6103953,20.12
381,2326445,912631,20.12
382,3359713,9162273,20.12
383,9676551,22249835,20.12
384,6453686,24732813,19.997999999999998
385,2722165,13929879,19.997999999999998
386,2931870,11631886,19.997999999999998
387,6324649,23029544,19.997999999999998
388,5593888,21009959,19.997999999999998
389,5146580,9663343,19.875999999999998
390,7880828,41542719,19.742
391,332225,1693497,19.742
392,1551205,8261931,19.742
393,7714627,20627610,19.742
394,7287822,17844905,19.742
395,182613,875739,19.62
396,333808,1698147,19.62
397,8052617,21184200,19.62
398,4106372,757253,19.62
399,3653207,18477814,19.62
400,1887507,970787,19.62
401,3032367,5695034,19.364
402,4586681,12795084,19.364
403,753446,3962517,19.364
404,225834,1176995,19.364
405,491332,2357193,19.364
406,341207,1730791,19.364
407,39116,167745,19.364
408,8419159,22613142,19.364
409,1223050,3432624,19.364
410,4287348,22257404,19.242
411,8751275,5235073,19.242
412,4975581,12937716,19.242
413,3792147,6989109,19.242
414,3419711,9189449,19.242
415,5364137,23777641,19.242
416,847808,4426354,19.242
417,4294835,9189449,19.242
418,2886933,13776857,18.986
419,442735,1592221,18.986
420,7910223,30490577,18.986
421,3902984,20210166,18.986
422,3629014,18190121,18.986
423,3181719,7640908,18.986
424,2360109,9967305,18.864
425,6602217,24584716,18.864
426,2794782,10273324,18.864
427,4275846,2356643,18.742
428,5582163,28943553,18.608
429,7540480,38611099,18.608
430,9259184,2006852,18.608
431,6317722,9410008,18.608
432,1341072,4161865,18.486
433,2301709,1444340,18.486
434,2372987,814298,18.486
435,5269216,1444340,18.486
436,7033732,5256414,18.486
437,1835533,1716576,18.364
438,3377871,7000428,18.364
439,2634361,6331373,18.364
440,6764572,35411494,18.23
441,4996375,25499738,18.23
442,7239024,7988017,18.23
443,6976,16701,18.23
444,1278391,6957165,18.23
445,6134013,331174,18.23
446,4075898,20857768,18.108
447,973695,1760577,18.108
448,1090413,1984434,18.108
449,2862120,1416883,18.108
450,7914359,20582119,18.108
451,3673688,18142992,18.108
452,8830015,22591136,18.108
453,6160803,13124709,18.108
454,4573238,5578043,18.108
455,4573388,5578043,18.108
456,5729845,29709417,18.108
457,5967421,26956083,18.108
458,5054601,26098645,18.108
459,5146447,9663343,17.986
460,894539,4762495,17.852
461,10231714,52580942,17.852
462,5153080,2594165,17.852
463,3740274,18824139,17.852
464,4364925,9653086,17.852
465,5991110,28719398,17.852
466,2439779,213107,17.852
467,8065282,16284736,17.852
468,8974778,46899211,17.852
469,2219399,1624549,17.852
470,1881180,115522,17.852
471,6626933,4718853,17.73
472,5506,8229,17.73
473,3677662,660123,17.73
474,6075481,13765922,17.73
475,164418,784237,17.73
476,4223387,5689782,17.73
477,8238404,28820575,17.73
478,1419197,576054,17.73
479,5927267,26098645,17.73
480,3601254,17194624,17.608
481,6730758,207475,17.474
482,6317446,9410008,17.474
483,182049,434539,17.474
484,7491183,16274741,17.474
485,24240,97821,17.474
486,4331214,3945438,17.474
487,4278873,9189449,17.474
488,5870922,26956083,17.474
489,3585343,10332798,17.352
490,7630346,5618949,17.352
491,1220971,5578043,17.352
492,8131410,6017901,17.352
493,1110769,6097281,17.352
494,2811937,10273324,17.352
495,7514931,39352024,17.096
496,2569369,13155584,17.096
497,2308630,5448841,17.096
498,9033996,14890516,17.096
499,4025268,449295,17.096
500,5874408,24337472,17.096
501,5241043,24461269,16.974
502,8466658,25308015,16.974
503,6693872,35040181,16.974
504,1113272,3676936,16.974
505,650956,3269854,16.974
506,6317304,4170200,16.974
507,2549840,814298,16.974
508,4178790,1444340,16.974
509,5690424,28090138,16.974
510,179245,119019,16.974
511,9887215,24629559,16.974
512,8885820,43124779,16.718
513,4377247,22726574,16.718
514,1264063,3003724,16.718
515,4766321,21313500,16.718
516,8987722,6103953,16.718
517,8799256,43959997,16.718
518,5782221,18601802,16.718
519,6765855,14453758,16.718
520,4457943,20912254,16.718
521,849408,4434391,16.596
522,1109224,1531239,16.596
523,8703026,45686983,16.596
524,4278067,9653086,16.596
525,2043541,10478250,16.596
526,7533100,39469377,16.474
527,6939454,9663343,16.474
528,7082775,37128954,16.474
529,2634499,6331373,16.474
530,335730,290698,16.352
531,4947526,25499738,16.34
532,5019306,15862012,16.34
533,831744,1944123,16.34
534,9207914,47889779,16.34
535,7482338,37882842,16.34
536,3353,4240,16.218
537,2823378,7000428,16.218
538,2392462,12221171,16.218
539,189965,205107,16.218
540,5075267,814298,16.096
541,4924009,2356643,15.974
542,6390634,2810446,15.962
543,5088560,21609039,15.962
544,705919,508268,15.962
545,9208166,47889779,15.962
546,2848239,3011415,15.962
547,1489289,7964081,15.84
548,5146451,9663343,15.84
549,5990896,31035017,15.84
550,4216208,10663539,15.84
551,848152,1220808,15.84
552,2848370,3011415,15.84
553,6523777,34118474,15.84
554,4832846,16522894,15.584
555,8320775,22776068,15.584
556,9107357,47470056,15.584
557,1166808,2254462,15.462
558,3870046,17010369,15.462
559,3359282,343563,15.462
560,6432655,28525504,15.462
561,2126053,10844648,15.462
562,2108738,10750832,15.462
563,3075044,2572247,15.462
564,3420221,9189449,15.462
565,4995033,11206328,15.206
566,6242681,32407843,15.206
567,8011545,42300377,15.206
568,4861476,799496,15.206
569,4402259,22851843,15.206
570,8733896,3169119,15.206
571,6146559,22546682,15.206
572,4546333,20857768,15.084
573,29155,25188,15.084
574,5706985,6570877,15.084
575,3276286,15760345,15.084
576,4432035,22892596,15.084
577,4518710,10478250,15.084
578,5761592,29890732,15.084
579,2473997,3875741,15.084
580,4823089,19480579,15.084
581,6778788,35486394,14.828
582,6171496,6213232,14.828
583,1542778,8222844,14.828
584,4977034,25655149,14.828
585,962610,4434391,14.828
586,3898015,8139434,14.828
587,9180947,47618394,14.828
588,9362821,48584100,14.706
589,2848330,3011415,14.706
590,2694019,12985903,14.706
591,1745339,3654852,14.706
592,1156549,6108324,14.706
593,2842124,12312638,14.706
594,3344322,9898255,14.706
595,7842550,11341278,14.584
596,9694218,50065477,14.45
597,1587540,2004732,14.45
598,9549850,49453306,14.45
599,2529318,12952234,14.45
600,4526315,4705050,14.45
601,8518237,44851947,14.45
602,5125723,2914305,14.45
603,3049206,508268,14.45
604,6310903,32783797,14.45
605,6075932,4307515,14.45
606,4530670,23490243,14.45
607,585148,2883829,14.328
608,4089940,20857768,14.328
609,7368611,38611099,14.328
610,1545185,697401,14.328
611,2916208,14892598,14.328
612,4902542,1186415,14.072
613,5990808,10545148,14.072
614,9145242,41542719,14.072
615,9383459,48679868,14.072
616,3591388,18092266,14.072
617,5783197,4552954,14.072
618,4053612,21021264,14.072
619,4160585,224090,14.072
620,4555637,11228809,14.072
621,8310807,28820575,14.072
622,8670336,21184200,13.95
623,4699828,19466495,13.95
624,48612,206505,13.95
625,2682662,1444340,13.95
626,7434871,38945687,13.95
627,1141888,6262335,13.95
628,6314998,6331373,13.95
629,4244110,22024144,13.828
630,1602491,3875741,13.828
631,8335103,43937165,13.828
632,8696236,19470226,13.694
633,9047230,14890516,13.694
634,7194793,9969381,13.694
635,1810397,9485021,13.694
636,1878903,7015660,13.694
637,4364989,9653086,13.694
638,8595650,14535919,13.694
639,3079305,15637560,13.694
640,8458210,9410008,13.694
641,7614517,39934024,13.694
642,2754975,6885890,13.694
643,2583074,13226301,13.694
644,1918537,9918991,13.694
645,4431220,23002667,13.694
646,8566407,21747122,13.694
647,6645010,19782214,13.572
648,5295491,27425562,13.572
649,4279959,22220978,13.572
650,3730447,9329890,13.572
651,4900659,5873558,13.572
652,1291333,970426,13.572
653,4687499,4540666,13.572
654,1128894,6103425,13.572
655,7630340,5618949,13.45
656,1200502,6557340,13.45
657,5801643,30099169,13.45
658,9862792,47889779,13.316
659,8441187,27450054,13.316
660,5048406,26062958,13.316
661,7420789,17177989,13.316
662,1949996,8829183,13.316
663,705900,508268,13.316
664,5511924,28420948,13.316
665,8734707,45824409,13.316
666,8539551,1551509,13.194
667,5101552,17032616,13.194
668,5606682,29066313,13.194
669,5526514,28662210,13.194
670,6409811,4789734,13.194
671,5030871,25521953,13.194
672,3050565,7000428,13.194
673,8422876,21851356,13.194
674,6834270,14338710,13.072
675,12441,25188,13.072
676,9685102,815156,12.937999999999999
677,3415033,16866221,12.937999999999999
678,1131634,508268,12.937999999999999
679,6614984,10136526,12.937999999999999
680,8402408,44162105,12.937999999999999
681,801680,8229,12.937999999999999
682,10730,26988,12.937999999999999
683,6268805,2644382,12.937999999999999
684,2776391,3137257,12.937999999999999
685,4759864,24560453,12.937999999999999
686,2701124,13822322,12.816
687,5380160,27889531,12.816
688,6705513,14486505,12.816
689,3344639,16881770,12.816
690,4430821,4743011,12.816
691,9860,25188,12.816
692,11772497,39536288,12.816
693,1374434,255183,12.816
694,5052151,19573145,12.816
695,7996844,690922,12.816
696,7874552,690922,12.816
697,9382898,48677395,12.816
698,5862806,16881770,12.816
699,2848362,3011415,12.694
700,7462268,19548932,12.56
701,7900936,41658743,12.56
702,2963419,15123694,12.56
703,3457722,6209951,12.56
704,3591359,9662986,12.56
705,5969920,2180383,12.56
706,1374466,255183,12.56
707,8649257,3594203,12.437999999999999
708,8735827,45824409,12.437999999999999
709,2560413,9770603,12.437999999999999
710,6031151,31302964,12.437999999999999
711,9894686,8267675,12.437999999999999
712,7472068,38188681,12.437999999999999
713,3463914,17452489,12.437999999999999
714,1724900,7723912,12.437999999999999
715,5661246,12211716,12.437999999999999
716,21891,25188,12.437999999999999
717,6646604,31340713,12.437999999999999
718,250345,25188,12.437999999999999
719,9114896,43777733,12.437999999999999
720,8450098,42726977,12.437999999999999
721,9463606,45369382,12.437999999999999
722,8742890,45865686,12.437999999999999
723,7246272,19250407,12.437999999999999
724,8757949,45928122,12.437999999999999
725,5616179,24361937,12.437999999999999
726,6151079,6950436,12.437999999999999
727,6913668,4190558,12.316
728,5717690,1444340,12.316
729,22212,25188,12.316
730,1966195,9419684,12.182
731,9577988,557469,12.182
732,6886946,36088668,12.182
733,3842286,3149911,12.182
734,7920541,12243051,12.182
735,10227043,39338110,12.182
736,4645486,24050914,12.182
737,5684598,29472153,12.182
738,6848424,7028796,12.182
739,3968797,4762495,12.182
740,7500822,39290531,12.182
741,9106758,47467696,12.182
742,197727,964356,12.182
743,10597708,17426720,12.182
744,7823025,4595799,12.06
745,6661480,25093280,12.06
746,4560053,8229,12.06
747,5455004,4962900,12.06
748,2246959,9419684,12.06
749,8815257,6103953,12.06
750,10653150,25308015,12.06
751,5215982,26985683,12.06
752,1051482,5291968,12.06
753,4614037,9073339,12.06
754,7966317,3333785,12.06
755,400067,1997048,12.06
756,11220522,44083241,12.06
757,9824,25188,11.937999999999999
758,6215248,15098486,11.804
759,5856189,9230009,11.804
760,3052958,15350423,11.804
761,10591722,41777544,11.804
762,2601744,1651480,11.804
763,2332883,6701853,11.804
764,6445917,33653954,11.804
765,7634365,12243051,11.804
766,5371687,19917804,11.804
767,5004278,4225430,11.804
768,8166076,9073339,11.804
769,732932,3817361,11.804
770,6019555,2810446,11.804
771,6238463,31691830,11.804
772,9235198,47990609,11.804
773,6444303,1651480,11.804
774,8274008,38403389,11.804
775,9118262,21184200,11.682
776,197146,25188,11.682
777,5166870,1487352,11.682
778,10964552,56874023,11.682
779,3434614,17311095,11.682
780,2931271,11631886,11.682
781,5724845,29682074,11.682
782,7528746,8892809,11.682
783,6404106,2495295,11.682
784,5526487,28662210,11.682
785,2292495,9653086,11.682
786,11662695,8139434,11.682
787,377474,119019,11.682
788,9384269,48683351,11.682
789,2187766,9419684,11.682
790,4118162,20857768,11.682
791,5933463,20567907,11.682
792,5706193,3690888,11.56
793,4860853,814298,11.56
794,5640375,1444340,11.56
795,4205641,12685813,11.56
796,1187188,2238969,11.426
797,3897979,8139434,11.426
798,11229070,6873524,11.426
799,6843795,23249169,11.426
800,8090623,42726977,11.426
801,6292691,21705304,11.426
802,4181530,3245213,11.426
803,4559774,15144533,11.426
804,6426364,9653086,11.426
805,1840255,9617517,11.426
806,7755144,29806038,11.426
807,9144588,47618394,11.426
808,6895050,36130440,11.426
809,9826392,50609916,11.426
810,11983286,35275808,11.426
811,7651065,15396970,11.426
812,932853,5028116,11.426
813,6990904,16337422,11.426
814,4391562,6323926,11.426
815,4849808,24953502,11.426
816,6121709,19044311,11.304
817,7725279,38701026,11.304
818,6983246,35990162,11.304
819,4410142,22891260,11.304
820,4183161,21702281,11.304
821,9493951,15583990,11.304
822,9857,25188,11.304
823,1303261,2120816,11.304
824,5899031,30638417,11.304
825,4510513,20857768,11.304
826,8563141,43959997,11.304
827,8704828,5235073,11.304
828,9711934,31375710,11.304
829,5940928,30841304,11.182
830,77681,416912,11.182
831,28150,25188,11.182
832,8624898,16284736,11.182
833,4573458,5578043,11.182
834,5293067,19280995,11.182
835,6716295,25093280,11.182
836,4489588,12776560,11.048
837,5086521,1868179,11.048
838,295285,1271326,11.048
839,7836038,18046526,11.048
840,6214710,27608437,11.048
841,7954808,12243051,11.048
842,6677469,34949685,11.048
843,3905508,3381271,11.048
844,8548176,6570877,11.048
845,8471852,6065334,11.048
846,6793945,35331408,11.048
847,4447430,21093140,11.048
848,11462476,1369968,11.048
849,4598026,5383468,11.048
850,1810172,8834105,11.048
851,6990023,22500410,11.048
852,6194602,3103040,11.048
853,1510876,7799789,11.048
854,10494550,54099497,11.048
855,3060038,15575274,10.926
856,7495866,38015635,10.926
857,9454046,45369382,10.926
858,3755609,19223882,10.926
859,9027384,47123968,10.926
860,7480676,15501263,10.926
861,5791960,814298,10.926
862,693353,25188,10.926
863,1183032,6471589,10.926
864,8782991,17818556,10.926
865,2998554,3462813,10.926
866,18711,71783,10.926
867,6378076,15020804,10.926
868,5191658,26853841,10.926
869,5735693,15501263,10.926
870,6364042,987917,10.926
871,10381729,52187617,10.926
872,7007801,36737151,10.804
873,2384107,4004495,10.67
874,9237653,20684898,10.67
875,7379913,24982706,10.67
876,4558443,23631661,10.67
877,2660908,3594203,10.67
878,6038520,31339113,10.67
879,2538536,16067950,10.67
880,594693,2139546,10.67
881,4873568,10079944,10.67
882,10503339,54155575,10.67
883,5076880,23850983,10.67
884,7918592,10849730,10.67
885,4032756,20907980,10.67
886,11588543,16681075,10.67
887,1541166,552418,10.67
888,5078127,10252474,10.67
889,369940,1683708,10.67
890,3668038,739438,10.67
891,1668313,8834105,10.67
892,1861070,8879967,10.67
893,7805515,26956083,10.67
894,11334091,55324394,10.67
895,8392652,20525378,10.56
896,213086,886871,10.548
897,1059604,5291968,10.548
898,3589267,11890037,10.548
899,754845,25188,10.548
900,3289921,2212661,10.548
901,5940069,8479265,10.548
902,1636735,6846812,10.548
903,9790421,249006,10.548
904,7649517,12243051,10.548
905,6930296,35317652,10.548
906,839265,1997048,10.548
907,10231171,19548932,10.548
908,7222349,7988017,10.548
909,11069011,8291336,10.548
910,8519646,15098486,10.548
911,8792552,46076242,10.426
912,10941628,45392178,10.426
913,6200741,32156083,10.426
914,6489209,26098645,10.292
915,8193344,43217109,10.292
916,7931331,12243051,10.292
917,8514932,37344176,10.292
918,9647021,639972,10.292
919,1248870,508268,10.292
920,4085362,3164508,10.292
921,8753559,13004639,10.292
922,1433483,7523199,10.292
923,6400432,23127285,10.292
924,5762656,15501263,10.292
925,4662379,24124767,10.292
926,50032,228845,10.292
927,4405982,21644095,10.292
928,732999,3817361,10.292
929,9370280,304016,10.292
930,3458030,7912254,10.292
931,9231486,9410008,10.292
932,6972426,36559227,10.292
933,5919529,24196977,10.292
934,4777111,24595754,10.292
935,8902304,12243051,10.292
936,7965521,22110106,10.292
937,1094599,50866,10.292
938,4233242,197327,10.292
939,5953696,30905023,10.292
940,11069094,49517292,10.292
941,11498416,25938928,10.17
942,11255643,49194545,10.17
943,5481243,28425476,10.17
944,2183117,11132354,10.17
945,7480613,29890732,10.17
946,1185034,6481306,10.17
947,8716590,21184200,10.17
948,4132983,9419684,10.17
949,4143561,9419684,10.17
950,4518756,10478250,10.17
951,6044813,117999,10.17
952,9373802,21184200,10.17
953,3069104,11492081,10.17
954,4632511,23901135,10.17
955,777903,4102281,10.17
956,8442314,1551509,10.17
957,6763785,35409793,10.17
958,7527864,29187425,10.17
959,1644031,8725557,10.17
960,218984,970426,10.048
961,4098410,11487565,10.048
962,10034592,20399668,9.914
963,5726250,29688938,9.914
964,4744278,24380118,9.914
965,3866526,8139434,9.914
966,9109401,47477850,9.914
967,4610745,23889290,9.914
968,9731479,19013294,9.914
969,496022,1956464,9.914
970,9570618,49546656,9.914
971,5992501,1538079,9.914
972,7113260,962698,9.914
973,1631942,4147257,9.914
974,250983,8021,9.914
975,9485607,1498417,9.914
976,6377998,987917,9.914
977,6080461,28662210,9.914
978,4069422,12340193,9.914
979,6444148,3023813,9.914
980,2663667,13633800,9.914
981,8533464,7862854,9.914
982,10850420,14847079,9.914
983,6543678,20931226,9.914
984,369880,1683708,9.914
985,8428314,32278468,9.914
986,9414403,16492238,9.914
987,3371091,1922657,9.914
988,6823017,19548932,9.914
989,7377034,29713098,9.914
990,9757412,50318988,9.914
991,9218312,47935411,9.914
992,6728273,26754605,9.792
993,6709682,212445,9.792
